clip_id,path,class,camera_motion,video_quality,fps,frames,width,height,duration_sec,has_letterbox,letterbox_ratio,L_top_px,L_bottom_px,L_left_px,L_right_px
brushing_hair_brush_hair_f_cm_np2_ri_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_hair_brush_hair_f_cm_np2_ri_goo_0.avi,brush_hair,motion,good,30.0,201,320,240,6.7,False,0.0,0,0,0,0
brushing_hair_brush_hair_f_nm_np2_ba_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_hair_brush_hair_f_nm_np2_ba_goo_2.avi,brush_hair,static,good,30.0,163,320,240,5.433333333333334,False,0.0,0,0,0,0
brushing_hair_brush_hair_f_nm_np2_ba_goo_4,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_hair_brush_hair_f_nm_np2_ba_goo_4.avi,brush_hair,static,good,30.0,178,320,240,5.933333333333334,False,0.0,0,0,0,0
brushing_hair_brush_hair_f_nm_np2_ri_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_hair_brush_hair_f_nm_np2_ri_goo_1.avi,brush_hair,static,good,30.0,231,320,240,7.7,False,0.0,0,0,0,0
brushing_hair_brush_hair_f_nm_np2_ri_goo_3,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_hair_brush_hair_f_nm_np2_ri_goo_3.avi,brush_hair,static,good,30.0,153,320,240,5.1,False,0.0,0,0,0,0
Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_Hair_with_Beth_brush_hair_h_nm_np1_le_goo_0.avi,brush_hair,static,good,30.0,214,320,240,7.133333333333334,False,0.0,0,0,0,0
Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair,static,good,30.0,143,320,240,4.766666666666667,False,0.0,0,0,0,0
Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_Hair_with_Beth_brush_hair_u_nm_np1_fr_goo_2.avi,brush_hair,static,good,30.0,312,320,240,10.4,False,0.0,0,0,0,0
Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair,static,good,30.0,227,320,240,7.566666666666666,False,0.0,0,0,0,0
Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair,static,good,30.0,228,320,240,7.6,False,0.0,0,0,0,0
Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_hair__the_right_way_brush_hair_u_nm_np1_fr_goo_2.avi,brush_hair,static,good,30.0,348,320,240,11.6,False,0.0,0,0,0,0
Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_fr_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_fr_goo_0.avi,brush_hair,motion,good,30.0,318,320,240,10.6,False,0.0,0,0,0,0
Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_1.avi,brush_hair,motion,good,30.0,144,320,240,4.8,False,0.0,0,0,0,0
Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_2.avi,brush_hair,motion,good,30.0,258,320,240,8.6,False,0.0,0,0,0,0
Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_Her_Hair__[_NEW_AUDIO_]_UPDATED!!!!_brush_hair_h_cm_np1_le_goo_3.avi,brush_hair,motion,good,30.0,105,320,240,3.5,False,0.0,0,0,0,0
brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_0.avi,brush_hair,motion,good,30.0,147,320,240,4.9,False,0.0,0,0,0,0
brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_jrs_hair_brush_hair_u_cm_np2_le_goo_1.avi,brush_hair,motion,good,30.0,282,320,240,9.4,False,0.0,0,0,0,0
Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_1.avi,brush_hair,motion,good,30.0,331,320,240,11.033333333333333,False,0.004166666666666667,1,0,0,0
Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_hair_-_December_2008_brush_hair_u_cm_np1_ba_goo_2.avi,brush_hair,motion,good,30.0,334,320,240,11.133333333333333,False,0.004166666666666667,1,0,0,0
Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_hair_-_December_2008_brush_hair_u_nm_np1_ba_goo_0.avi,brush_hair,static,good,30.0,470,320,240,15.666666666666666,False,0.004166666666666667,1,0,0,0
Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_long_hair_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair,static,good,30.0,255,320,240,8.5,False,0.0,0,0,0,0
Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair,static,good,30.0,212,320,240,7.066666666666666,False,0.0,0,0,0,0
Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_long_hair_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair,static,good,30.0,420,320,240,14.0,False,0.0,0,0,0,0
Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_1.avi,brush_hair,static,good,30.0,121,320,240,4.033333333333333,False,0.004166666666666667,1,1,0,0
Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair,static,good,30.0,295,320,240,9.833333333333334,False,0.004166666666666667,1,1,0,0
Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_Long_Hair__February_2009_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair,static,good,30.0,83,320,240,2.7666666666666666,False,0.004166666666666667,1,1,0,0
Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_0.avi,brush_hair,static,good,30.0,222,320,240,7.4,False,0.0,0,0,0,0
Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_1.avi,brush_hair,static,good,30.0,179,320,240,5.966666666666667,True,0.175,0,0,0,42
Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Brushing_my_waist_lenth_hair_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair,static,good,30.0,526,320,240,17.533333333333335,True,0.12083333333333333,0,0,0,29
brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_0.avi,brush_hair,motion,good,30.0,268,320,240,8.933333333333334,False,0.0,0,0,0,0
brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_1.avi,brush_hair,motion,good,30.0,410,320,240,13.666666666666666,False,0.0,0,0,0,0
brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brushing_raychel_s_hair_brush_hair_u_cm_np2_ri_goo_2.avi,brush_hair,motion,good,30.0,276,320,240,9.2,False,0.0,0,0,0,0
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair,static,good,30.0,456,320,240,15.2,False,0.0,0,0,0,0
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_1.avi,brush_hair,static,good,30.0,144,320,240,4.8,False,0.0,0,0,0,0
brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\brush_my_hair_without_wearing_the_glasses_brush_hair_u_nm_np1_fr_goo_2.avi,brush_hair,static,good,30.0,215,320,240,7.166666666666667,False,0.0,0,0,0,0
can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\can_somebody_just_brush_my_hair!_brush_hair_u_cm_np2_ri_med_0.avi,brush_hair,motion,medium,30.0,382,320,240,12.733333333333333,False,0.0,0,0,0,0
Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_fr_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_fr_goo_2.avi,brush_hair,motion,good,30.0,322,320,240,10.733333333333333,False,0.0,0,0,0,0
Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_0.avi,brush_hair,motion,good,30.0,406,320,240,13.533333333333333,False,0.0,0,0,0,0
Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_cm_np1_le_goo_1.avi,brush_hair,motion,good,30.0,202,320,240,6.733333333333333,False,0.0,0,0,0,0
Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Chanta!____THAT_IS_long_blonde_hair!_brush_hair_u_nm_np1_ri_goo_3.avi,brush_hair,static,good,30.0,131,320,240,4.366666666666666,False,0.0,0,0,0,0
Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_0.avi,brush_hair,motion,good,30.0,129,320,240,4.3,False,0.0,0,0,0,0
Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ba_goo_2.avi,brush_hair,motion,good,30.0,257,320,240,8.566666666666666,False,0.0,0,0,0,0
Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ri_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Ella_brushing_her_amazing_long_hair_brush_hair_u_cm_np1_ri_goo_1.avi,brush_hair,motion,good,30.0,339,320,240,11.3,False,0.0,0,0,0,0
Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_0.avi,brush_hair,motion,good,30.0,411,320,240,13.7,False,0.0,0,0,0,0
Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_ba_goo_2.avi,brush_hair,motion,good,30.0,279,320,240,9.3,False,0.0,0,0,0,0
Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_le_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Ella_brushing_her_long_blonde_hair___again_brush_hair_u_cm_np1_le_goo_1.avi,brush_hair,motion,good,30.0,305,320,240,10.166666666666666,False,0.0,0,0,0,0
Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Haarek_mmen_brush_hair_h_cm_np1_fr_goo_0.avi,brush_hair,motion,good,30.0,411,320,240,13.7,False,0.0,0,0,0,0
Haarek_mmen_brush_hair_h_cm_np1_fr_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Haarek_mmen_brush_hair_h_cm_np1_fr_goo_1.avi,brush_hair,motion,good,30.0,220,320,240,7.333333333333333,False,0.0,0,0,0,0
Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Haarek_mmen_brush_hair_h_cm_np1_fr_goo_2.avi,brush_hair,motion,good,30.0,220,320,240,7.333333333333333,False,0.0,0,0,0,0
indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_fr_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_fr_goo_0.avi,brush_hair,motion,good,30.0,490,320,240,16.333333333333332,False,0.004166666666666667,1,0,0,0
indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\indianrapunzels_com---silky_long_hair_brushing_brush_hair_u_cm_np2_ri_goo_1.avi,brush_hair,motion,good,30.0,307,320,240,10.233333333333333,False,0.0,0,0,0,0
Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_1.avi,brush_hair,static,medium,30.0,97,320,240,3.2333333333333334,False,0.0,0,0,0,0
Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_fr_med_2.avi,brush_hair,static,medium,30.0,370,320,240,12.333333333333334,False,0.0,0,0,0,0
Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_le_med_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\Lektion_3__-_Das_Haare_b_rsten_brush_hair_h_nm_np1_le_med_0.avi,brush_hair,static,medium,30.0,340,320,240,11.333333333333334,False,0.0,0,0,0,0
long_hair_Christa__brush_hair_u_nm_np1_le_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\long_hair_Christa__brush_hair_u_nm_np1_le_goo_0.avi,brush_hair,static,good,30.0,164,320,240,5.466666666666667,False,0.0,0,0,0,0
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ba_goo_2.avi,brush_hair,static,good,30.0,116,320,240,3.8666666666666667,True,0.5041666666666667,0,0,0,121
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_fr_goo_0.avi,brush_hair,static,good,30.0,246,320,240,8.2,True,0.5041666666666667,0,0,0,121
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_le_goo_1.avi,brush_hair,static,good,30.0,189,320,240,6.3,True,0.5041666666666667,0,0,0,121
me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\me_brushing_my_hair_lol_i_was_being_silly_brush_hair_u_nm_np1_ri_goo_3.avi,brush_hair,static,good,30.0,382,320,240,12.733333333333333,True,0.43333333333333335,0,0,0,104
My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\brush_hair\My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0.avi,brush_hair,static,good,30.0,395,320,240,13.166666666666666,False,0.0,0,0,0,0
