clip_id,path,class,camera_motion,video_quality,fps,frames,width,height,duration_sec,has_letterbox,letterbox_ratio,L_top_px,L_bottom_px,L_left_px,L_right_px
6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_1.avi,shoot_bow,static,medium,30,81,320,240,2.7,FALSE,0,0,0,0,0
6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_2.avi,shoot_bow,static,medium,30,82,320,240,2.7333333333333334,FALSE,0,0,0,0,0
6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_3,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_3.avi,shoot_bow,static,medium,30,82,320,240,2.7333333333333334,FALSE,0,0,0,0,0
6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_4,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\6arrowswithin30seconds_shoot_bow_f_nm_np1_fr_med_4.avi,shoot_bow,static,medium,30,81,320,240,2.7,FALSE,0,0,0,0,0
ALeapToFreedom_ride_horse_f_nm_np1_ba_med_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\ride_horse\ALeapToFreedom_ride_horse_f_nm_np1_ba_med_1.avi,ride_horse,static,medium,30,111,320,240,3.7,FALSE,0,0,0,0,0
ALeapToFreedom_ride_horse_f_nm_np1_ri_med_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\ride_horse\ALeapToFreedom_ride_horse_f_nm_np1_ri_med_0.avi,ride_horse,static,medium,30,111,320,240,3.7,FALSE,0,0,0,0,0
Abs__Situps__Crunches_situp_u_nm_np3_ri_goo_4,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\situp\Abs__Situps__Crunches_situp_u_nm_np3_ri_goo_4.avi,situp,static,good,30,80,320,240,2.6666666666666665,FALSE,0.004166667,1,0,0,0
Abs__Situps__Crunches_situp_u_nm_np3_ri_goo_5,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\situp\Abs__Situps__Crunches_situp_u_nm_np3_ri_goo_5.avi,situp,static,good,30,139,320,240,4.633333333333334,FALSE,0.004166667,1,0,0,0
Abs__Situps__Crunches_situp_u_nm_np3_ri_goo_6,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\situp\Abs__Situps__Crunches_situp_u_nm_np3_ri_goo_6.avi,situp,static,good,30,84,320,240,2.8,FALSE,0.004166667,1,0,0,0
AdamandAlvonplayingbasketball1_shoot_ball_f_nm_np1_ba_med_11,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_ball\AdamandAlvonplayingbasketball1_shoot_ball_f_nm_np1_ba_med_11.avi,shoot_ball,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
AdamandAlvonplayingbasketball2_throw_f_nm_np1_fr_med_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\throw\AdamandAlvonplayingbasketball2_throw_f_nm_np1_fr_med_1.avi,throw,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
After_work_smoke_in_the_garage_smoke_h_nm_np1_fr_bad_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\smoke\After_work_smoke_in_the_garage_smoke_h_nm_np1_fr_bad_0.avi,smoke,static,bad,30,84,320,240,2.8,FALSE,0,0,0,0,0
AgriculturalAviation_walk_f_nm_np1_le_med_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\walk\AgriculturalAviation_walk_f_nm_np1_le_med_0.avi,walk,static,medium,30,79,320,240,2.6333333333333333,FALSE,0,0,0,0,0
AgriculturalAviation_walk_f_nm_np1_le_med_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\walk\AgriculturalAviation_walk_f_nm_np1_le_med_1.avi,walk,static,medium,30,87,320,240,2.9,FALSE,0,0,0,0,0
Alban_Hayoz_solo_climb_(klettern)_climb_f_nm_np1_ba_med_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\climb\Alban_Hayoz_solo_climb_(klettern)_climb_f_nm_np1_ba_med_1.avi,climb,static,medium,30,121,320,240,4.033333333333333,FALSE,0,0,0,0,0
Alex_applauding_himself_clap_u_nm_np1_fr_med_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\clap\Alex_applauding_himself_clap_u_nm_np1_fr_med_0.avi,clap,static,medium,30,79,320,240,2.6333333333333333,FALSE,0,0,0,0,0
Anna_Rawson_Driver_Practice_golf_f_nm_np1_ri_bad_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\golf\Anna_Rawson_Driver_Practice_golf_f_nm_np1_ri_bad_0.avi,golf,static,bad,30,78,320,240,2.6,FALSE,0,0,0,0,0
Anna_Rawson_Lesson_side_by_side_golf_f_nm_np2_ba_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\golf\Anna_Rawson_Lesson_side_by_side_golf_f_nm_np2_ba_goo_0.avi,golf,static,good,30,78,320,240,2.6,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_0.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_1,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_1.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_10,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_10.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_11,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_11.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_12,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_12.avi,shoot_bow,static,medium,30,68,320,240,2.2666666666666666,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_14,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_14.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_16,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_16.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_18,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_18.avi,shoot_bow,static,medium,30,96,320,240,3.2,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_19,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_19.avi,shoot_bow,static,medium,30,90,320,240,3,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_2.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_20,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_20.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_21,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_21.avi,shoot_bow,static,medium,30,107,320,240,3.566666666666667,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_22,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_22.avi,shoot_bow,static,medium,30,125,320,240,4.166666666666667,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_23,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_23.avi,shoot_bow,static,medium,30,110,320,240,3.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_3,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_3.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_4,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_4.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_5,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_5.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_8,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_8.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_9,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\shoot_bow\ArcheryFastShooting_shoot_bow_u_nm_np1_fr_med_9.avi,shoot_bow,static,medium,30,80,320,240,2.6666666666666665,FALSE,0,0,0,0,0
BaseballPitchingtarget_BaseballPitchingCage_throw_u_nm_np1_ba_med_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\throw\BaseballPitchingtarget_BaseballPitchingCage_throw_u_nm_np1_ba_med_0.avi,throw,static,medium,30,119,320,240,3.966666666666667,FALSE,0,0,0,0,0
BaseballSwingAnalysis_swing_baseball_f_nm_np1_fr_med_11,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\swing_baseball\BaseballSwingAnalysis_swing_baseball_f_nm_np1_fr_med_11.avi,swing_baseball,static,medium,30,133,320,240,4.433333333333334,FALSE,0,0,0,0,0
BaseballSwingAnalysis_swing_baseball_f_nm_np1_fr_med_12,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\swing_baseball\BaseballSwingAnalysis_swing_baseball_f_nm_np1_fr_med_12.avi,swing_baseball,static,medium,30,122,320,240,4.066666666666666,FALSE,0,0,0,0,0
BaseballSwingAnalysis_swing_baseball_f_nm_np1_fr_med_8,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\swing_baseball\BaseballSwingAnalysis_swing_baseball_f_nm_np1_fr_med_8.avi,swing_baseball,static,medium,30,150,320,240,5,FALSE,0,0,0,0,0
BaseballSwingAnalysis_swing_baseball_f_nm_np1_fr_med_9,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\swing_baseball\BaseballSwingAnalysis_swing_baseball_f_nm_np1_fr_med_9.avi,swing_baseball,static,medium,30,115,320,240,3.8333333333333335,FALSE,0,0,0,0,0
BaseballSwingAnalysis_swing_baseball_u_nm_np1_ba_med_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\swing_baseball\BaseballSwingAnalysis_swing_baseball_u_nm_np1_ba_med_0.avi,swing_baseball,static,medium,30,158,320,240,5.266666666666667,FALSE,0,0,0,0,0
BaseballSwingAnalysis_swing_baseball_u_nm_np1_ba_med_2,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\swing_baseball\BaseballSwingAnalysis_swing_baseball_u_nm_np1_ba_med_2.avi,swing_baseball,static,medium,30,137,320,240,4.566666666666666,FALSE,0,0,0,0,0
BaseballSwingAnalysis_swing_baseball_u_nm_np1_fr_med_10,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\swing_baseball\BaseballSwingAnalysis_swing_baseball_u_nm_np1_fr_med_10.avi,swing_baseball,static,medium,30,147,320,240,4.9,FALSE,0,0,0,0,0
BaseballSwingAnalysis_swing_baseball_u_nm_np1_fr_med_13,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\swing_baseball\BaseballSwingAnalysis_swing_baseball_u_nm_np1_fr_med_13.avi,swing_baseball,static,medium,30,133,320,240,4.433333333333334,FALSE,0,0,0,0,0
Best_Kisses_in_TV_Movies_1_3_kiss_h_nm_np2_le_goo_0,C:\Users\jamie\Desktop\760 research\Plan b\HMDB51\kiss\Best_Kisses_in_TV_Movies_1_3_kiss_h_nm_np2_le_goo_0.avi,kiss,static,good,30,153,320,240,5.1,FALSE,0,0,0,0,0
